"Stimulated, 24h vs. Non-stimulated","Stimulated, 48h vs. Non-stimulated","Stimulated, 48h + LV vs. Non-stimulated","Stimulated, 72h + LV vs. Non-stimulated","Stimulated, 48h vs. Stimulated, 24h","Stimulated, 48h + LV vs. Stimulated, 48h","Stimulated, 72h + LV vs. Stimulated, 48h + LV",names
0.15368928,0.00017633,2.05286E-06,6.50726E-13,0.062753293,0.908376215,0.037525458,DDX47
0.145624306,0.014071211,0.045150908,0.119274262,0.475422911,0.975043255,0.754297194,RPL13AP20
0.258965496,0.191567194,0.161234915,0.008175588,1,1,1,GPRC5A
0.136851182,5.57842E-05,3.38418E-08,9.73521E-14,0.0363411,0.797577176,0.104940264,HEBP1
0.545926956,0.919587928,0.771521388,0.966980155,0.71740515,0.993642667,0.793013534,GPRC5D.AS1
0.000535734,2.98312E-07,6.93389E-07,3.12175E-10,0.190149516,0.993892298,0.234391494,HTR7P1
1.32209E-05,2.81622E-06,4.21825E-09,5.06991E-21,0.849091945,0.870887368,0.00108652,FAM234B
0.568912499,0.093114581,0.125677494,0.283896448,0.419060999,0.993892298,0.751193072,EMP1
2.12339E-13,8.78838E-09,5.76816E-11,0.478527614,0.234760656,0.930666394,3.55892E-12,ATF7IP
0.000595985,0.020602351,0.002793306,0.076997366,0.220645361,0.925851582,0.27592444,PLBD1
9.6543E-06,0.001224513,0.000578146,0.000122539,0.324365467,0.993011469,0.766091679,H4.16
8.96302E-24,1.03688E-11,8.44329E-11,0.06595115,0.005898169,0.986372029,2.38939E-05,H2AJ
7.42979E-10,3.78669E-07,4.54148E-05,6.90372E-12,0.445884119,0.906126563,0.014046242,C12orf60
1.58054E-07,1.31182E-05,1.25583E-07,3.69748E-17,0.545715943,0.914477573,0.00610264,WBP11
9.33811E-08,5.23794E-07,2.54956E-10,1.65522E-07,0.705650607,0.334882207,0.040655576,MGP
6.65782E-24,5.45075E-23,1.7504E-26,3.50325E-24,0.903784486,0.908376215,0.599273979,ERP27
2.28253E-07,0.001974912,0.058272223,0.670922962,0.102722454,0.872341985,0.033546372,ARHGDIB
0.005298615,5.71276E-05,0.014007539,0.53168402,0.349200436,0.749313604,0.120534097,PTPRO
0.011149459,0.93551704,0.265533623,7.1531E-08,0.020665785,0.88901685,6.79557E-05,EPS8
0.00026116,0.000897694,0.002192801,0.591815883,0.841240316,0.989968676,0.000740673,STRAP
0.003796572,2.48121E-20,2.00837E-37,3.71799E-36,1.6168E-09,0.06279739,0.878289316,DERA
0.214547485,0.448269563,0.96659687,0.177761806,0.746239825,0.929670335,0.221749387,PLEKHA5
2.49163E-11,1.19342E-07,5.42004E-11,0.105543716,0.314082798,0.859598291,7.2415E-06,AEBP2
0.031229385,0.000154352,1.25823E-06,7.45096E-06,0.223245234,0.902497683,0.816528305,PYROXD1
9.7681E-35,1.13553E-65,2.85596E-73,7.59011E-93,1.28647E-05,0.906848523,0.040959157,RECQL
6.74159E-06,2.96024E-10,6.92654E-13,6.33706E-13,0.174178852,0.921043602,0.988569017,GOLT1B
0.125078213,0.005553849,0.034827556,0.110762717,0.32968142,0.938447384,0.703754106,GYS2
0.000614898,5.22044E-09,7.37131E-07,0.000134144,0.05523081,0.920840376,0.396473394,LDHB
9.77944E-28,4.00724E-45,6.93174E-53,5.33334E-70,0.005619442,0.859853489,0.033101155,CMAS
0.141733409,0.015281233,0.001002581,0.03984159,0.499119843,0.91673232,0.310920981,ST8SIA1
0.929937568,0.346148445,0.010799524,2.48968E-05,0.525224583,0.748321481,0.169323543,C2CD5
1.16581E-32,4.11105E-22,2.06357E-22,3.54255E-21,0.07310088,1,0.856152162,ETNK1
2.14635E-56,1.50406E-64,2.24279E-68,1.22614E-62,0.052723483,0.898515322,0.194774862,BCAT1
2.70035E-07,4.57492E-06,0.002700339,0.056082834,0.722158389,0.767659541,2.57895E-06,IRAG2
0.346446478,0.028880986,0.103111585,0.243459119,0.324365467,0.955223758,0.730396943,DNAI7
1.22961E-07,6.67339E-08,1.6869E-07,1.81925E-11,0.95659908,0.993892298,0.231126884,ETFRF1
8.67551E-18,7.21069E-17,4.76883E-23,5.59998E-23,0.887509636,0.785164243,1,KRAS
0.377357057,0.074149611,0.413519557,7.93802E-07,0.492662072,0.902497683,2.95511E-05,RASSF8
0.145968373,0.90348082,0.01615616,1.06208E-09,0.191796605,0.334882207,0.000966732,ITPR2
2.26835E-44,6.00325E-69,3.62029E-75,1.57159E-95,0.001656315,0.925851582,0.033254841,INTS13
0.13131016,0.127631948,0.202275526,0.066069566,0.005994921,0.991389739,0.003249441,FGFR1OP2
1.10071E-05,5.86693E-06,6.18341E-17,7.0746E-36,0.949028839,0.045963381,0.000181384,TM7SF3
4.21927E-35,4.69368E-27,1.14033E-30,1.26873E-23,0.230196278,0.938839004,0.229329093,MED21
0.051376403,0.001471312,0.005826364,0.000746492,0.254511715,1,0.459867652,C12orf71
2.98002E-13,1.3624E-07,1.50568E-05,6.49998E-06,0.109912037,0.911165618,0.898202025,STK38L
6.31867E-19,2.60355E-34,5.66896E-36,5.37761E-37,4.84673E-12,0.94242972,0.742696736,ARNTL2
2.68424E-05,1.34083E-16,7.51088E-17,6.06356E-31,0.000336133,0.999977722,0.00351401,PPFIBP1
6.95176E-08,3.35366E-06,0.000611046,0.012569988,0.618707894,0.870887368,0.491378902,MRPS35
0.530796484,0.233978886,0.114738661,0.002301078,1,1,1,MANSC4
0.990752089,0.706034292,0.750613248,0.135361536,0.805050729,0.930120262,0.333380759,KLHL42
3.10177E-18,3.7495E-28,1.6348E-23,2.48726E-27,0.065680274,0.906126563,0.534510132,CCDC91
0.002505824,1.00805E-15,1.38931E-16,1.02954E-13,2.42395E-06,0.99109946,0.521437553,FAR2
0.118385528,0.00012947,6.85371E-06,2.35175E-09,0.066714896,0.943711439,0.196892141,NA..26
4.26614E-31,1.16396E-37,8.49949E-45,1.92068E-45,0.370723009,0.864650552,0.934999982,ERGIC2
0.489713844,0.621477908,0.414244577,0.406048353,0.900476139,0.986276726,0.989963166,OVCH1
1.20026E-18,1.93554E-15,1.56649E-22,1.17704E-15,0.552559855,0.678342656,0.154182361,IPO8
7.26217E-26,2.17168E-32,6.3838E-28,2.4034E-19,0.314401914,0.913068444,0.098661645,CAPRIN2
0.081670051,0.889358866,0.294518622,0.011904131,0.1028765,0.904280852,0.172926896,TSPAN11
0.193871108,0.038683876,0.000431121,8.43651E-05,0.558364471,0.725975609,0.723839864,DDX11.AS1
0.306212559,0.000628541,0.001397284,0.005780471,0.052014853,0.99234196,0.774258494,DDX11
0.233930317,0.422919911,0.525877177,0.106042727,0.084146989,0.993892298,0.037794095,SINHCAF
2.66422E-05,2.48948E-05,0.002970917,0.000358558,0.984319359,0.828506883,0.652383973,FLJ13224
0.153099583,0.702647065,0.926030217,0.119634129,0.122249176,0.967258466,0.140117179,DENND5B
0.025511327,0.006196345,0.006493984,0.000264861,0.704095714,1,0.339389326,DENND5B.AS1
0.113157252,0.00931867,0.123297681,0.010190915,0.465412588,0.895188925,0.415117355,ETFBKMT
0.013320236,1.0788E-09,6.42995E-07,0.000147712,0.001607576,0.883903266,0.350810882,AMN1
0.023159677,5.31184E-06,6.48915E-05,1.01837E-05,0.038910233,0.939545838,0.739409374,H3.5
0.005191045,2.78974E-08,3.52565E-07,0.002952079,0.025029356,0.978385316,0.079330419,RESF1
0.060539175,0.592501192,0.002576105,0.441943551,0.296460554,0.390604165,0.050725711,BICD1
0.045437999,0.056086435,0.312264889,0.092691727,0.956254452,0.908696146,0.011417053,FGD4
1.76779E-07,1.0859E-07,2.55878E-06,0.001759186,0.968454244,0.959245953,0.207232328,DNM1L
0.256682673,1.77869E-05,5.11319E-05,0.006020173,0.007565372,0.992266119,0.309924887,YARS2
0.492816794,0.37032411,0.173496554,0.201219993,0.908535106,0.974631763,0.962337113,PKP2
0.842034261,0.002896302,0.001772962,1.29458E-06,0.003998652,0.993892298,0.150239435,ALG10
0.494258051,0.718232246,0.092179187,0.006443062,0.397682598,0.827660742,0.418573531,ALG10B
0.004465801,0.031049399,0.000615485,0.030779489,0.640841727,0.852496037,0.320667648,CPNE8
4.04711E-17,1.37784E-12,1.3018E-15,3.33995E-12,0.330365738,0.9168361,0.442804239,KIF21A
1.24623E-22,4.84362E-16,8.78783E-11,0.446640041,0.19469819,0.749974138,1.22592E-07,ABCD2
0.004557014,0.749520962,0.596083719,0.007471667,0.032092615,0.908894183,0.060759075,SLC2A13
0.003747148,0.101106484,0.408297571,0.451837432,1.83327E-05,0.921748762,0.150345661,GXYLT1
0.081581926,4.08393E-05,8.41931E-06,0.146976967,0.057627293,0.986276726,0.008415204,YAF2
1.51311E-10,1.21287E-12,9.60464E-14,7.61016E-17,0.653003147,0.986372029,0.499218146,ZCRB1
4.19031E-05,9.97848E-05,6.16027E-05,0.016885268,0.699719309,0.988403577,0.073697556,MIR7851
0.257514039,0.822774853,0.334622158,6.24634E-05,0.496059022,0.840447157,0.006709509,PPHLN1
0.220931207,0.46737422,0.488718489,0.633595222,0.096303513,1,0.877345494,PRICKLE1
0.08026137,3.2635E-06,5.20229E-05,0.028087766,0.016124085,0.959358539,0.128293798,PUS7L
3.97578E-19,9.47559E-22,1.12212E-13,2.75934E-15,0.68317865,0.567248573,0.742280199,IRAK4
8.86832E-13,8.99231E-20,9.55488E-25,5.79749E-47,0.134011731,0.88364685,0.000197996,TWF1
5.95803E-12,6.27854E-15,1.95394E-13,1.91998E-14,0.458657294,0.972558661,0.854651092,TMEM117
2.2573E-10,4.15629E-15,5.2255E-15,5.86757E-08,0.273293151,1,0.045350501,NELL2
0.769059544,0.821593034,0.949775103,0.867915569,0.965281908,0.993892298,0.857267047,PLEKHA8P1
1.73332E-11,3.20825E-05,2.40269E-06,0.647651267,0.036794908,0.966186329,9.78949E-05,ANO6
3.69029E-17,3.7783E-24,4.84114E-33,1.63922E-10,0.196494841,0.677676317,3.44814E-07,ARID2
2.87465E-08,0.001999436,0.00015224,3.8024E-05,0.046830212,0.943711439,0.818018595,SCAF11
0.548128854,0.937976163,0.309662565,0.018477098,0.60695306,0.906126563,0.280922599,SLC38A1
0.339531023,0.023773072,0.008325985,0.978344761,0.339878637,0.983337584,0.019053434,SLC38A2
0.466497009,0.024694202,0.067885103,0.462193971,0.248444418,0.980215621,0.391576027,AMIGO2
0.000118253,0.029226659,0.900189071,1.15619E-08,0.201223571,0.448692998,1.69905E-07,PCED1B
1.98682E-36,1.27258E-54,8.05783E-47,6.9459E-29,0.014853879,0.873872565,0.005281729,PCED1B.AS1
1.947E-31,3.54669E-28,2.56509E-29,2.12718E-18,0.663954714,0.99234196,0.033563871,RPAP3
0.884876089,0.589112454,0.969406358,0.290539351,0.785180529,0.963296177,0.372329404,ENDOU
0.889255688,0.259916087,0.693848503,0.955066481,0.45381042,0.930120262,0.716394723,RAPGEF3
0.020911646,0.049336685,0.221092735,0.001080705,0.83115827,0.109573601,0.078782188,SLC48A1
0.551115784,0.118464949,0.89045376,0.165582641,0.060308039,0.796565665,0.179873209,HDAC7
1.46299E-62,4.42102E-87,6.67624E-72,2.62226E-89,0.002292679,0.567248573,0.034050436,VDR
4.53603E-11,2.1316E-99,3.9862E-120,6.61E-111,8.19527E-49,0.540539425,0.479649364,TMEM106C
2.07806E-07,1.09983E-09,9.53328E-09,4.55341E-07,0.546802639,0.986276726,0.631161036,SENP1
5.13746E-16,3.55863E-38,1.31103E-38,1.65082E-35,1.70729E-05,0.999242698,0.708895633,PFKM
9.42965E-05,5.12322E-11,1.73085E-12,1.20054E-06,0.030809635,0.974631763,0.067412026,ASB8
0.000249256,5.75378E-05,0.000824748,0.002972607,0.796775515,0.930666394,0.786456965,CCDC184
0.886844966,0.204849286,0.06849092,0.032975423,0.346154865,1,0.788054055,OR10AD1
4.33668E-21,3.77178E-27,9.09919E-33,9.79305E-26,0.303295595,0.887560673,0.237935589,ZNF641
1.98861E-26,2.98286E-28,2.30896E-32,1.04307E-42,0.824807252,0.925851582,0.124472294,KANSL2
0.001291081,4.53603E-05,2.12466E-05,4.27873E-05,0.368925792,0.908363381,0.410781793,SNORA2C
0.014153703,0.002050982,0.00131324,0.012484218,0.627002007,0.993892298,0.523539045,SNORA2A
0.016280217,0.011611745,0.000438081,1.13353E-05,0.949563901,0.895488645,0.350676335,SNORA2B
8.1716E-110,7.75971E-60,4.70709E-68,3.24757E-50,4.77356E-08,0.894570356,0.03187102,CCNT1
0.815304848,0.145159277,0.483235867,0.852016396,1,1,1,ADCY6
0.094908502,0.483880826,0.321061217,6.51736E-08,0.034244267,0.986372029,3.99451E-05,CACNB3
3.67691E-13,4.37114E-11,3.63275E-13,0.001869612,0.659664674,0.945388048,0.00020354,DDX23
0.000196959,7.80046E-06,9.61969E-05,0.006837658,0.605104908,0.960961275,0.341214146,RND1
1.32472E-13,8.33151E-15,1.18961E-15,4.21688E-17,0.805015999,0.989662391,0.769007716,CCDC65
0.002659303,0.001219478,0.034526222,0.89504332,0.906055314,0.889415464,0.04301333,FKBP11
3.82599E-29,3.40509E-28,3.21617E-22,4.13514E-08,0.909302997,0.841137939,0.000173945,ARF3
2.13369E-09,4.30675E-10,6.5612E-10,1.89747E-05,0.635666525,0.956544951,0.034549117,WNT10B
9.6085E-09,1.25288E-08,1.64411E-07,0.00018761,0.984099675,0.740705349,0.089992577,WNT1
0.006714545,1.86616E-08,3.15647E-06,9.04118E-06,0.005998772,0.895188925,0.877748473,DDN
1.29422E-59,2.20927E-44,6.62889E-39,1.10264E-27,0.055192471,0.910309458,0.066853088,PRKAG1
0.583210652,0.193731518,0.004500166,0.000103277,0.609336354,0.774571895,0.423483857,KMT2D
0.020444037,3.47834E-08,5.17574E-09,3.81483E-15,0.005180477,0.986372029,0.072183546,RHEBL1
4.39964E-57,1.11495E-87,2.74742E-80,2.02957E-28,0.000490275,0.915248632,8.3723E-14,LMBR1L
3.6558E-136,5.8713E-190,8.1356E-198,2.2913E-126,6.89325E-05,0.959786489,2.37777E-08,TUBA1B
2.18288E-16,3.39878E-12,1.34279E-12,1.32956E-11,0.369577904,0.994802123,0.841623852,TUBA1A
9.2702E-196,2.5245E-195,3.4599E-184,8.6168E-103,0.978295671,0.920840376,2.02156E-12,TUBA1C
0.964755743,0.002628559,0.007631343,0.014201511,0.003433174,0.967258466,0.831002517,TROAP.AS1
3.18868E-22,1.41841E-46,2.97828E-43,6.29875E-43,1.23965E-32,0.806046467,0.963125633,TROAP
0.08357755,0.409344135,0.975501118,1.28533E-06,0.021053685,0.920840376,4.98901E-06,SPATS2
0.32795448,0.997295677,0.907226761,0.467436919,0.44718664,0.993892298,0.631161036,KCNH3
5.54255E-21,1.00831E-16,1.63886E-12,0.000401395,0.440157157,0.864137804,0.001819309,MCRS1
0.647182235,0.820548987,0.93007078,0.280908382,0.878213033,0.993892298,0.308516223,FAM186B
0.781821685,0.001983619,0.527958541,7.72864E-05,0.015087075,0.396359227,0.002433632,PRPF40B
0.083113616,0.002256207,0.005140991,0.002603185,0.340233625,0.990046385,0.882824863,FMNL3
4.67548E-11,0.002977758,0.020537603,3.98763E-05,0.00212355,0.950651801,0.1386189,TMBIM6
0.116754747,0.434090056,0.667638796,0.227486187,0.576067607,0.983337584,0.136687713,NCKAP5L
0.673259298,0.028740216,0.401381891,0.660803546,0.147194368,0.815274148,0.767321479,BCDIN3D.AS1
0.65988175,0.007200549,0.048346275,0.008461341,0.063217337,0.939545838,0.631259021,BCDIN3D
0.048592768,3.90085E-05,8.68973E-05,2.14668E-05,0.025445116,0.988403577,0.730653018,FAIM2
1.8056E-74,4.0685E-264,2.7481E-245,1.4685E-273,1.30976E-93,0.754381512,0.037870222,RACGAP1
0.024951213,0.000392963,0.001464241,0.000463693,0.34956309,0.985252408,0.823644149,ASIC1
0.536588991,0.416156206,0.22647525,0.001611389,0.916978431,0.543579445,0.100497921,SMARCD1
0.300772284,0.739695044,0.962194208,0.557527173,0.246704681,0.986372029,0.662897355,GPD1
0.000150511,5.94633E-05,0.005490664,9.50094E-06,0.903689833,0.861132757,0.175101976,COX14
0.899680036,0.167722915,0.037879406,0.789173268,0.214825098,0.94242972,0.118747905,CERS5
1.8233E-05,3.88377E-21,9.88491E-19,1.65679E-33,3.79646E-06,0.960632514,0.004107877,LIMA1
1.74818E-78,5.26273E-72,8.36158E-74,1.09506E-23,0.572257775,0.99234196,1.70923E-14,LARP4
3.84153E-13,4.43957E-10,6.78386E-12,2.13034E-08,0.479607793,0.956904863,0.338596707,DIP2B
3.90307E-14,2.54626E-11,8.51558E-08,2.29883E-08,0.53875525,0.840447157,0.870978507,ATF1
0.028679615,0.421699131,0.286594087,0.001564448,0.007200999,0.988403577,0.070817394,METTL7A
0.655617633,0.688497795,0.980259562,0.934066521,1,1,1,HIGD1C
0.638742904,5.73843E-05,0.001235715,8.0881E-11,0.001964254,0.929610292,0.003788557,SLC11A2
1.06074E-11,3.01012E-09,1.6005E-06,0.301984577,0.557591995,0.88901685,2.26636E-08,LETMD1
0.992255391,0.331909625,0.004058814,0.25895533,0.467048503,0.64229763,0.14949345,CSRNP2
2.33682E-16,7.63E-06,8.71065E-11,0.004499388,0.001306901,0.615961121,0.001159967,TFCP2
6.72267E-25,6.23737E-31,5.31579E-31,9.54961E-33,0.355767921,1,0.813836173,POU6F1
2.64337E-43,1.18157E-96,1.9107E-109,1.95131E-86,6.60533E-11,0.83263157,0.032472452,DAZAP2
2.48262E-12,1.5842E-07,5.1007E-10,0.001483256,0.146542895,0.904890111,0.00610264,SMAGP
2.726E-142,3.29239E-90,1.14216E-80,6.51451E-49,1.07181E-06,0.88901685,9.93191E-05,BIN2
2.01755E-13,7.2832E-10,4.51949E-12,1.95494E-12,0.496313813,0.870162965,0.914127659,CELA1
2.91327E-05,2.70501E-12,5.23841E-13,0.000596062,0.018929286,0.99234196,0.000628328,GALNT6
1.86645E-17,1.23127E-05,4.94305E-05,9.03404E-06,9.61202E-05,0.986372029,0.792653246,SLC4A8
6.18754E-07,0.002958236,0.041162229,0.240706954,0.098060168,0.909825111,0.508809757,SCN8A
0.363088078,0.184521111,0.259373122,0.000840321,0.794289672,0.993892298,0.04690963,FIGNL2
0.556072328,0.112386834,0.08607422,8.58185E-05,0.056068963,0.993934661,0.058243849,ACVR1B
1.2452E-26,3.15971E-29,6.61563E-30,1.7743E-26,0.738575485,0.993892298,0.61757353,TAMALIN
0.249075346,0.006560004,0.090144342,0.014590135,0.239578593,0.904066617,0.581421762,NR4A1
1.33739E-08,1.66146E-06,3.62351E-06,0.480228691,0.541607566,0.993892298,0.000377587,ATG101
2.94748E-07,5.22675E-08,2.74449E-07,3.87282E-08,0.742202725,0.968117825,0.647149119,KRT7
5.14509E-06,9.37592E-06,1.069E-07,0.002990961,0.93811239,0.908634961,0.037850162,KRT72
1.71782E-08,8.99617E-07,4.08001E-09,2.50076E-05,0.576404328,0.888177098,0.126650682,KRT73
1.99161E-09,2.27749E-08,2.187E-08,4.40796E-08,0.423895148,1,0.714146275,KRT73.AS1
4.58964E-08,9.40952E-07,5.3405E-08,1.75322E-05,0.781053534,0.980215621,0.154025957,KRT2
0.000156306,0.00284661,0.003613994,2.79466E-05,0.338459176,0.994899846,0.072590713,KRT79
0.248003532,0.692143597,0.946304188,0.597315627,1,1,1,KRT8
0.000123423,0.619945159,0.475628556,0.001786659,5.18278E-05,0.99234196,0.033384681,KRT18
4.1342E-13,5.11585E-16,4.70275E-18,1.00273E-11,0.575406778,0.967258466,0.13622857,EIF4B
0.045464496,0.638842835,0.896296701,0.921266933,0.025024769,0.94242972,0.983708696,NA..27
0.271679937,0.025925271,0.235812993,0.091602599,0.414951469,0.902497683,0.716910247,TNS2
4.37157E-47,7.2616E-20,8.69382E-24,1.97181E-05,1.2355E-06,0.912765561,7.72738E-08,SPRYD3
3.00948E-05,0.090470936,0.399209388,0.302642209,0.021407248,0.919421981,0.082580242,IGFBP6
0.062279627,0.775491725,0.699145811,0.002614692,0.204071678,0.935013011,0.019047454,SOAT2
6.05396E-12,3.98077E-12,1.54136E-10,0.000261948,0.976343632,0.967258466,0.017477801,CSAD
0.090411055,0.456717357,0.001288926,0.065650306,0.029942845,0.405377908,0.275537228,ZNF740
0.733511314,0.036605878,0.291441942,0.048404539,0.167481445,0.902497683,0.478511377,ITGB7
5.30962E-17,1.13624E-06,7.78143E-09,4.04555E-05,0.002629011,0.91718935,0.180201024,RARG
0.34207564,0.920221266,0.848431544,1.13292E-09,0.520172406,0.986372029,2.63301E-08,MFSD5
3.39325E-80,5.617E-106,3.6219E-104,3.51957E-96,1.51942E-10,0.976970353,0.09115826,ESPL1
7.8483E-71,4.0987E-108,7.0707E-104,5.45367E-94,0.000186927,0.978657702,0.418301262,PFDN5
2.24122E-12,1.19813E-07,2.02348E-06,9.46537E-06,0.186951832,0.967258466,0.83867397,MYG1
1.04318E-98,9.97096E-90,5.29542E-90,9.94963E-61,0.461260795,1,0.00052147,AAAS
8.04976E-06,0.130423209,0.232385856,6.22109E-13,0.013193978,0.986372029,2.47799E-08,SP1
2.85512E-09,0.000365847,0.000615184,0.449393867,0.055961099,0.993892298,0.019673053,PRR13
7.99527E-06,7.34041E-09,1.21397E-08,6.60583E-08,0.350407618,0.997476635,0.855869398,PCBP2
1.33024E-07,3.35433E-07,1.11012E-07,1.0326E-05,0.915492174,0.992266119,0.432674335,PCBP2.OT1
2.71165E-18,6.44442E-18,4.35748E-13,0.535932319,0.960801653,0.827660742,5.41137E-10,MAP3K12
7.44604E-12,1.91393E-05,1.17218E-05,0.854221576,0.034890689,0.99577394,9.78949E-05,TARBP2
0.237929044,0.64020853,0.061885465,0.002425665,0.156431197,0.808250879,0.341700652,NPFF
0.000338062,0.0263765,0.000696263,0.99919359,0.309951271,0.878251558,0.001691813,ATF7
0.591456396,0.002790599,0.017842045,0.840040838,0.043277038,0.956681746,0.057637545,ATP5MC2
5.01683E-17,1.22158E-38,1.03769E-30,3.56501E-08,3.04044E-05,0.777842489,2.65266E-08,CALCOCO1
0.874293601,0.246015547,0.169982353,0.009062223,0.443644912,0.993011469,0.303611122,HOXC4
0.028076106,0.056717155,0.284851443,0.518038503,0.85324892,0.921043602,0.763853892,NA..28
2.18382E-12,3.14147E-11,4.02753E-15,6.52599E-12,0.810228548,0.856178337,0.437873051,SMUG1
0.983612034,5.50008E-17,3.84862E-24,1.30044E-38,9.73349E-16,0.719723277,0.013034628,CBX5
0.250671946,0.001089307,8.15107E-08,4.9737E-05,3.98254E-05,0.592980113,0.318100863,HNRNPA1
0.171700047,0.019190391,0.00326241,1.71713E-05,0.48374688,0.94242972,0.181449939,NFE2
9.56376E-35,6.64656E-17,3.11714E-21,1.27732E-19,0.000515007,0.894452051,0.792349534,COPZ1
0.000606497,2.60617E-05,0.000835716,1.11525E-05,0.303542599,0.7699871,0.104329665,GPR84
1.24571E-05,0.024327939,0.00101024,0.181184368,0.030707467,1,0.04379122,NA..29
0.001389801,0.510535199,0.846287921,3.40147E-06,0.032118201,0.974149813,4.68166E-06,ZNF385A
3.47376E-38,3.4029E-17,1.90251E-20,4.06127E-08,6.96438E-05,0.922643087,0.000838777,ITGA5
1.76944E-05,7.8626E-07,1.06052E-06,4.31402E-08,0.657262629,1,0.639572487,GTSF1
0.004169454,4.06454E-06,6.85608E-07,9.51595E-22,0.1900271,0.986276726,2.95355E-05,NCKAP1L
0.000294951,0.42194947,0.012979809,0.089809885,0.016794388,0.723255758,0.562648678,PDE1B
0.000248983,2.98031E-13,1.88766E-07,4.30385E-13,0.002161692,0.594990635,0.089843063,TESPA1
0.246372278,0.93280687,0.281646194,0.170726915,0.309554343,0.90116276,0.835614589,ITGA7
6.97219E-06,1.45047E-13,1.81227E-12,1.34226E-11,0.013073747,0.986276726,0.852064608,BLOC1S1
0.278320297,0.044088989,0.086095517,0.008181177,0.507515757,0.986372029,0.459859805,RDH5
2.76749E-31,7.38256E-20,7.40643E-13,1.33889E-05,0.039090814,0.635000939,0.014660657,CD63
0.00810716,2.00336E-11,3.52616E-09,0.686036254,0.000334318,0.925851582,1.86506E-07,GDF11
1.09452E-11,6.0788E-21,1.49146E-21,2.39565E-22,0.033341518,0.993892298,0.89469795,SARNP
2.95029E-51,7.90344E-16,6.23329E-23,6.03053E-05,3.71157E-12,0.66086428,1.82921E-08,ORMDL2
5.88196E-08,1.73374E-05,4.80788E-05,0.416685235,0.42376763,0.99234196,2.75773E-06,DNAJC14
2.2795E-10,2.92484E-12,8.44641E-10,7.17047E-05,0.683583911,0.921615062,0.070703326,TMEM198B
8.68318E-30,3.21009E-42,2.88717E-38,1.21636E-23,0.055712541,0.941166341,0.008208776,PYM1
5.04194E-13,4.69853E-27,2.05085E-19,1.97031E-06,0.002882565,0.719542872,0.000159617,DGKA
1.14459E-09,2.08706E-09,9.25599E-08,0.00034247,0.965194427,0.94242972,0.134169743,PMEL
1.48709E-27,9.31572E-91,3.5939E-88,3.7564E-103,7.28188E-20,0.986372029,0.161845056,CDK2
0.002574634,0.056430334,0.136289307,0.036471524,3.04168E-06,0.980215621,0.000637077,RAB5B
9.5219E-09,7.33109E-09,1.13014E-07,1.78453E-14,0.98514464,0.974149813,0.03152979,SUOX
2.91899E-31,7.87549E-29,2.19609E-20,1.73796E-27,0.752668506,0.643982236,0.179969695,IKZF4
0.14864604,0.040912841,0.029280857,0.000897958,0.709658226,0.993892298,0.373500598,RPS26
0.06145177,0.029725904,0.143071157,0.764151978,0.860813818,0.938839004,0.11169565,ERBB3
1.18095E-70,4.48465E-89,3.71098E-79,6.78203E-51,0.08036605,0.882918381,0.000730071,PA2G4
6.93928E-40,7.94112E-25,7.42473E-26,3.55936E-23,0.015763111,0.993011469,0.692268564,RPL41
9.29922E-21,6.44331E-15,7.12249E-16,8.19898E-12,0.200328247,0.987099702,0.296939557,ZC3H10
0.041175712,8.80565E-09,6.01828E-12,4.16928E-09,0.001576177,0.894452051,0.464995429,ESYT1
2.91236E-27,2.22403E-54,1.39294E-53,4.23515E-64,4.85011E-06,0.993892298,0.182071358,MYL6B
0.023328377,0.203801235,0.042668029,0.070608156,0.476792309,0.934886096,0.889983837,MYL6
7.79716E-07,1.31048E-07,0.006894293,0.000126884,0.849200106,0.38140313,0.377938778,SMARCC2
6.10727E-06,2.34874E-05,0.001081677,2.67554E-05,0.860293721,0.908894183,0.477551782,RNF41
2.32357E-80,5.5377E-113,2.2483E-110,4.04994E-66,0.001137366,0.988403577,7.20545E-07,NABP2
0.172486525,0.604833838,0.718673529,0.234596729,0.095587275,0.905153618,0.484029338,SLC39A5
1.60004E-05,3.92406E-06,5.0542E-05,0.069401186,0.870214036,0.966186329,1.61211E-08,ANKRD52
0.001474719,1.6419E-06,7.2493E-09,9.2545E-17,0.21678172,0.908262021,0.025917769,COQ10A
3.25491E-42,1.39984E-54,2.55792E-44,3.48083E-42,0.137395863,0.767659541,0.829200209,CS
3.54579E-25,2.77225E-19,3.94926E-20,0.003789507,0.304129646,0.993892298,5.47378E-09,CNPY2
1.68056E-11,9.17376E-20,1.10162E-12,0.001654813,0.058884032,0.630550328,0.000417319,PAN2
0.420028189,0.001738329,0.007082369,0.872896206,0.059610083,0.978657702,0.009065621,IL23A
0.139829394,0.157257364,0.629734843,0.001242359,0.009256863,0.600537607,0.014818428,STAT2
1.69647E-77,8.1986E-117,1.1972E-119,5.2069E-113,7.90095E-05,0.987300682,0.634129913,TIMELESS
2.28105E-06,0.00266735,0.000227579,0.713748392,0.183305164,0.943711439,0.002606255,SPRYD4
0.017438768,0.014445379,0.144530718,0.14060476,0.979681305,0.908376215,0.00568507,GLS2
2.82834E-13,0.000243031,1.32354E-05,0.897730018,0.001576177,0.943711439,9.45166E-05,RBMS2
